64,988.3588,2128.7840,2395.2470,2638.7930,2473.1684,2112.3892,2041.4832,2344.7559,3616.0412,2927.4117,2847.2801,2451.8909,2449.7601,2447.7460
100,1485.4564,2524.9904,3045.3189,3152.2711,2773.8753,2735.3894,2313.1619,2288.8837,3933.7534,3114.3521,3009.0860,2965.7210,2318.8425,2318.9861
128,1602.9041,2778.5759,3370.0931,3478.7988,2979.5228,2156.8228,2145.0635,1706.3285,2591.1135,2071.6758,2020.0268,1882.8388,1809.4397,1809.6114
200,1724.6619,2931.7548,3633.4814,3502.4420,3197.5528,3106.0655,3061.6376,1942.6301,3604.4224,2951.5736,2625.1739,2480.2633,2194.6261,1990.6576
256,1758.0422,2858.6382,3680.4382,3606.0509,2360.6288,2146.4510,2077.6343,1122.2036,2280.8577,1701.6684,1607.3349,1531.7897,1393.9134,1149.7140
512,1786.9894,2489.0467,3476.2611,2518.7644,1839.6744,1605.0461,1257.4272,807.1901,1335.9746,1192.7678,1154.1473,1118.8038,927.2114,917.5582
600,1866.3879,2915.6069,3668.8989,3927.0877,3465.5623,3266.5165,2918.3261,1873.8077,3563.1041,2962.6643,2692.7984,2501.8735,2116.5390,1991.4175
900,1872.3537,3017.4191,2872.8509,3771.9384,3439.5923,2569.6617,2073.3906,1622.9648,3716.0575,3082.7040,2796.6620,2582.3953,2135.4771,1984.4386
1024,1876.8225,3114.3657,3177.8196,2469.9982,1755.8480,1164.4722,1074.2665,439.1903,1343.8262,1180.6570,1106.8809,1042.7843,984.0764,959.3102
2000,1846.0531,3125.0323,3675.8736,3823.6740,3053.2959,2146.6644,1710.9437,1212.1387,3350.0823,2730.3428,2457.7792,2284.1751,2042.0043,1912.3263
2048,1854.5509,3066.5032,3246.1031,2056.2376,1139.9707,1012.9498,995.2636,311.8635,1343.6900,1058.2550,1086.4115,1043.2756,992.1448,970.4951
3000,1833.6213,3183.6968,3625.1911,3746.2813,3094.6650,2215.2145,1685.4961,1224.9945,3546.2064,2947.6578,2669.9484,2477.7337,2108.2649,1968.2650
4000,1832.0912,3142.9234,3705.6360,3840.1016,3060.8233,2196.4429,1623.8851,1028.1224,2865.1506,2423.4218,2245.3032,2137.6860,1965.2516,1906.0212
5000,1826.1279,3183.8285,3716.5894,3873.9315,3093.6529,2220.3570,1682.1861,1202.8009,3472.6163,2919.1029,2643.9398,2469.1895,2103.6440,1970.0164
6000,1825.1081,3196.0094,3729.6840,3884.6486,3117.7829,2203.9053,1597.7763,1039.4815,3239.8526,2689.2246,2430.1378,2265.9121,2034.2000,1908.2351
10000,1826.9679,3219.2060,3739.1928,3894.1030,3110.2424,2186.5229,1606.4347,953.4484,3140.1428,2675.8026,2427.5147,2263.9357,2036.5002,1906.4269
