64,0.00347900,0.00272599,0.00247598,0.00241500,0.00267100,0.00287202,0.00301802,0.22247401,0.14388099,0.17808402,0.18332699,0.24489501,0.21276700,0.21275198
100,0.00984600,0.00669599,0.00557598,0.00553501,0.00612399,0.00636300,0.00719100,0.87000299,0.59048301,0.60758600,0.66205299,0.67237002,0.86191699,0.90141401
128,0.01627702,0.01109099,0.00880098,0.00867802,0.00987899,0.01411200,0.01434702,2.44848299,1.61391601,1.98660600,2.07112902,2.23827702,2.41801602,2.30658001
200,0.04232299,0.02758098,0.02090999,0.02178299,0.02381700,0.02472499,0.02494299,8.19836900,4.52942199,5.40105700,6.06911600,6.40726900,7.32803798,8.03775001
256,0.06933901,0.04597399,0.03428599,0.03548202,0.05356199,0.05699399,0.06363800,29.83791199,14.68036801,19.79934600,20.79844800,22.01114300,24.22722900,29.21933901
512,0.27990702,0.17023101,0.14673400,0.18773201,0.27423000,0.33673403,0.42520598,301.59419698,196.82084200,225.94453201,235.36421600,247.42611203,282.03582302,293.15366098
600,0.39105901,0.24891701,0.19655201,0.18438601,0.20695800,0.22330701,0.25307000,230.21884999,121.40986800,146.31741399,162.12437800,175.46165499,206.56800503,216.98134500
900,0.89901698,0.53717801,0.45484102,0.41198301,0.45591402,0.60405901,0.72360700,925.93802899,392.98791501,473.47165599,523.71711400,562.42907599,685.95071200,732.25759801
1024,1.16000500,0.67242199,0.61962900,0.83902100,1.25997099,1.71274301,2.07393900,5033.77970502,1617.37156197,1837.17043197,1955.25216299,2050.69885302,2189.12687901,2243.11552900
2000,4.31445098,2.53970900,2.27713498,2.08589301,2.58586699,3.71166900,4.62014201,12955.66551799,4783.06111202,5865.25112602,6506.87707201,7014.00013000,7836.95266801,8375.33108902
2048,4.57566199,2.67016900,2.71591601,3.96501198,7.28670201,8.19825000,8.41742301,55691.85002899,12779.36664501,16090.32963300,15768.51024601,16392.89733401,17256.58146101,17654.68567100
3000,9.90407199,5.70069200,4.96530500,4.68881100,5.85311201,8.13428700,10.63673303,44120.74089500,15261.46789402,18361.75705200,20251.03674802,21793.33761200,25587.00641999,27391.48555502
4000,17.49167299,10.30540800,8.64605898,8.27754602,10.37975201,14.54065400,19.63128901,124196.87241101,44701.53955102,52768.21153599,56940.20643300,59811.36055201,65107.21338099,67102.22727001
5000,27.38461500,15.76575699,13.50312999,12.97432601,16.10772800,22.45048001,29.67985001,207634.92541698,71668.25528699,85472.70626098,94599.08233199,101224.26261100,118727.98561099,126828.30512699
6000,39.28772402,22.49777398,19.28669399,18.45449999,23.12536401,32.61405000,45.13579801,415846.92835101,132960.96440101,160443.63497999,177781.21438399,190666.70519099,212284.01336202,226333.80749401
10000,109.63119900,62.14325300,53.45583603,51.26212901,64.27222902,91.73556200,124.62403202,2101314.57026300,636429.04802299,747448.05487600,823750.32760102,883229.42354098,981550.21844798,1048434.09204400
